fips,population,county,state,old_rate,rate
19007,12887,Appanoose County,Iowa,-4.423062,-0.04423062
19009,6119,Audubon County,Iowa,-7.272430136,-0.072724301
19011,26076,Benton County,Iowa,-1.921306949,-0.019213069
19013,131090,Black Hawk County,Iowa,0.041193073,0.000411931
19015,26306,Boone County,Iowa,1.554778378,0.015547784
19017,24276,Bremer County,Iowa,2.932937881,0.029329379
19019,20958,Buchanan County,Iowa,-1.875178929,-0.018751789
19021,20260,Buena Vista County,Iowa,2.77887463,0.027788746
19023,14867,Butler County,Iowa,-3.58512141,-0.035851214
19025,9670,Calhoun County,Iowa,2.65770424,0.026577042
19027,20816,Carroll County,Iowa,-0.269023828,-0.002690238
19029,13956,Cass County,Iowa,-5.940097449,-0.059400974
19031,18499,Cedar County,Iowa,0.032434186,0.000324342
19033,44151,Cerro Gordo County,Iowa,-2.319313266,-0.023193133
19035,12072,Cherokee County,Iowa,-3.429423459,-0.034294235
19037,12439,Chickasaw County,Iowa,-3.432751829,-0.034327518
19039,9286,Clarke County,Iowa,4.975231531,0.049752315
19041,16667,Clay County,Iowa,-1.697966041,-0.01697966
19043,18129,Clayton County,Iowa,-5.990402118,-0.059904021
19045,49116,Clinton County,Iowa,-5.407606483,-0.054076065
19047,17096,Crawford County,Iowa,-3.339962564,-0.033399626
19049,66135,Dallas County,Iowa,50.7189839,0.507189839
19051,8753,Davis County,Iowa,4.078601622,0.040786016
19053,8457,Decatur County,Iowa,-9.601513539,-0.096015135
19055,17764,Delaware County,Iowa,-1.553704121,-0.015537041
19057,40325,Des Moines County,Iowa,-3.508989461,-0.035089895
19059,16667,Dickinson County,Iowa,6.215875682,0.062158757
19061,93653,Dubuque County,Iowa,5.993401172,0.059934012
19063,10302,Emmet County,Iowa,-8.872063677,-0.088720637
19065,20880,Fayette County,Iowa,-6.566091954,-0.06566092
19067,16303,Floyd County,Iowa,-4.146476109,-0.041464761
19069,10680,Franklin County,Iowa,-6.189138577,-0.061891386
19071,7441,Fremont County,Iowa,-11.23504905,-0.112350491
19073,9336,Greene County,Iowa,-6.051842331,-0.060518423
19075,12453,Grundy County,Iowa,-0.995743997,-0.00995744
19077,10954,Guthrie County,Iowa,-3.021727223,-0.030217272
19079,15673,Hamilton County,Iowa,-4.045173228,-0.040451732
19081,11341,Hancock County,Iowa,-4.814390265,-0.048143903
19083,17534,Hardin County,Iowa,-3.741302612,-0.037413026
19085,14928,Harrison County,Iowa,-2.317792069,-0.023177921
19087,20145,Henry County,Iowa,1.67287168,0.016728717
19089,9566,Howard County,Iowa,-1.014007945,-0.010140079
19091,9815,Humboldt County,Iowa,-2.221090168,-0.022210902
19093,7089,Ida County,Iowa,-1.184934405,-0.011849344
19095,16355,Iowa County,Iowa,1.877101804,0.018771018
19097,19848,Jackson County,Iowa,-1.828899637,-0.018288996
19099,36842,Jasper County,Iowa,2.635578959,0.02635579
19101,16843,Jefferson County,Iowa,-7.005877813,-0.070058778
19103,130882,Johnson County,Iowa,16.78764078,0.167876408
19105,20638,Jones County,Iowa,0.038763446,0.000387634
19107,10511,Keokuk County,Iowa,-4.547616782,-0.045476168
19109,15543,Kossuth County,Iowa,-4.600141543,-0.046001415
19111,35862,Lee County,Iowa,-6.43299314,-0.064329931
19113,211226,Linn County,Iowa,9.029664909,0.090296649
19115,11387,Louisa County,Iowa,-4.830069377,-0.048300694
19117,8898,Lucas County,Iowa,-2.966958867,-0.029669589
19119,11581,Lyon County,Iowa,3.048096019,0.03048096
19121,15679,Madison County,Iowa,5.542445309,0.055424453
19123,22381,Mahaska County,Iowa,-0.85340244,-0.008534024
19125,33309,Marion County,Iowa,0.315230118,0.003152301
19127,40648,Marshall County,Iowa,-1.335859083,-0.013358591
19129,15059,Mills County,Iowa,-3.818314629,-0.038183146
19131,10776,Mitchell County,Iowa,-1.958054937,-0.019580549
19133,9243,Monona County,Iowa,-5.322947095,-0.053229471
19135,7970,Monroe County,Iowa,-4.930991217,-0.049309912
19137,10740,Montgomery County,Iowa,-3.817504655,-0.038175047
19139,42745,Muscatine County,Iowa,1.146332904,0.011463329
19141,14398,O'Brien County,Iowa,-1.500208362,-0.015002084
19143,6462,Osceola County,Iowa,-4.178272981,-0.04178273
19145,15932,Page County,Iowa,-4.525483304,-0.045254833
19147,9421,Palo Alto County,Iowa,-4.511198387,-0.045111984
19149,24986,Plymouth County,Iowa,2.849595774,0.028495958
19151,7310,Pocahontas County,Iowa,-3.17373461,-0.031737346
19153,430640,Polk County,Iowa,14.3416775,0.143416775
19155,93158,Pottawattamie County,Iowa,0.546383563,0.005463836
19157,18914,Poweshiek County,Iowa,-1.33234641,-0.013323464
19159,5131,Ringgold County,Iowa,-9.121029039,-0.09121029
19161,10350,Sac County,Iowa,-5.178743961,-0.05178744
19163,165224,Scott County,Iowa,5.716481867,0.057164819
19165,12167,Shelby County,Iowa,-3.460179173,-0.034601792
19167,33704,Sioux County,Iowa,6.432470923,0.064324709
19169,89542,Story County,Iowa,10.04556521,0.100455652
19171,17767,Tama County,Iowa,-3.557156526,-0.035571565
19173,6317,Taylor County,Iowa,-6.66455596,-0.06664556
19175,12534,Union County,Iowa,-3.159406415,-0.031594064
19177,7570,Van Buren County,Iowa,-4.848084544,-0.048480845
19179,35625,Wapello County,Iowa,-0.527719298,-0.005277193
19181,46225,Warren County,Iowa,13.3650622,0.133650622
19183,21704,Washington County,Iowa,3.967010689,0.039670107
19185,6403,Wayne County,Iowa,1.468061846,0.014680618
19187,38013,Webster County,Iowa,-2.667508484,-0.026675085
19189,10866,Winnebago County,Iowa,-1.720964476,-0.017209645
19191,21056,Winneshiek County,Iowa,-4.68275076,-0.046827508
19193,102172,Woodbury County,Iowa,3.688877579,0.036888776
19195,7598,Worth County,Iowa,-2.040010529,-0.020400105
19197,13229,Wright County,Iowa,-2.161917001,-0.02161917
20001,13371,Allen County,Kansas,-6.319646997,-0.06319647
20003,8102,Anderson County,Kansas,-3.283139965,-0.0328314
20005,16924,Atchison County,Kansas,-3.403450721,-0.034034507
20007,4861,Barber County,Kansas,-13.02201193,-0.130220119
20009,27674,Barton County,Kansas,-7.881043579,-0.078810436
20011,15173,Bourbon County,Kansas,-5.358202069,-0.053582021
20013,9984,Brown County,Kansas,-4.767628205,-0.047676282
20015,65880,Butler County,Kansas,2.276867031,0.02276867
20017,2790,Chase County,Kansas,-7.813620072,-0.078136201
20019,3669,Chautauqua County,Kansas,-7.904061052,-0.079040611
20021,21603,Cherokee County,Kansas,-10.37355923,-0.103735592
20023,2726,Cheyenne County,Kansas,-4.035216434,-0.040352164
20025,2215,Clark County,Kansas,-10.11286682,-0.101128668
20027,8535,Clay County,Kansas,-4.897480961,-0.04897481
20029,9533,Cloud County,Kansas,-5.255428511,-0.052554285
20031,8601,Coffey County,Kansas,-2.801999767,-0.028019998
20033,1891,Comanche County,Kansas,-10.68217874,-0.106821787
20035,36311,Cowley County,Kansas,-4.852524029,-0.04852524
20037,39134,Crawford County,Kansas,-0.413962283,-0.004139623
20039,2961,Decatur County,Kansas,-6.653157717,-0.066531577
20041,19754,Dickinson County,Kansas,-6.844183457,-0.068441835
20043,7945,Doniphan County,Kansas,-5.475141598,-0.054751416
20045,110826,Douglas County,Kansas,7.1815278,0.071815278
20047,3037,Edwards County,Kansas,-4.280540007,-0.0428054
20049,2882,Elk County,Kansas,-13.84455239,-0.138445524
20051,28452,Ellis County,Kansas,1.69408126,0.016940813
20053,6497,Ellsworth County,Kansas,-1.86239803,-0.01862398
20055,36776,Finney County,Kansas,4.606264955,0.04606265
20057,33848,Ford County,Kansas,1.29697471,0.012969747
20059,25992,Franklin County,Kansas,0.015389351,0.000153894
20061,34362,Geary County,Kansas,6.917525173,0.069175252
20063,2695,Gove County,Kansas,0.853432282,0.008534323
20065,2597,Graham County,Kansas,-7.008086253,-0.070080863
20067,7829,Grant County,Kansas,-6.09273215,-0.060927322
20069,6006,Gray County,Kansas,-5.877455877,-0.058774559
20071,1247,Greeley County,Kansas,2.967121091,0.029671211
20073,6689,Greenwood County,Kansas,-10.06129466,-0.100612947
20075,2690,Hamilton County,Kansas,-6.394052045,-0.06394052
20077,6034,Harper County,Kansas,-9.098442161,-0.090984422
20079,34684,Harvey County,Kansas,-1.902894706,-0.019028947
20081,4256,Haskell County,Kansas,-11.18421053,-0.111842105
20083,1916,Hodgeman County,Kansas,-10.07306889,-0.100730689
20085,13462,Jackson County,Kansas,-1.708512851,-0.017085129
20087,19126,Jefferson County,Kansas,-3.963191467,-0.039631915
20089,3077,Jewell County,Kansas,-4.71238219,-0.047123822
20091,544179,Johnson County,Kansas,12.07029305,0.120702931
20093,3977,Kearny County,Kansas,0.150867488,0.001508675
20095,7858,Kingman County,Kansas,-4.937643166,-0.049376432
20097,2553,Kiowa County,Kansas,-3.642773208,-0.036427732
20099,21607,Labette County,Kansas,-6.585828667,-0.065858287
20101,1750,Lane County,Kansas,-10.05714286,-0.100571429
20103,76227,Leavenworth County,Kansas,7.417319323,0.074173193
20105,3241,Lincoln County,Kansas,-9.318111694,-0.093181117
20107,9656,Linn County,Kansas,-0.673156587,-0.006731566
20109,2756,Logan County,Kansas,0.217706821,0.002177068
20111,33690,Lyon County,Kansas,-4.485010389,-0.044850104
20113,29180,McPherson County,Kansas,3.574366004,0.03574366
20115,12660,Marion County,Kansas,-6.611374408,-0.066113744
20117,10117,Marshall County,Kansas,-0.780863892,-0.007808639
20119,4575,Meade County,Kansas,-11.36612022,-0.113661202
20121,32787,Miami County,Kansas,4.282185012,0.04282185
20123,6373,Mitchell County,Kansas,-9.053820807,-0.090538208
20125,35471,Montgomery County,Kansas,-11.23452962,-0.112345296
20127,5923,Morris County,Kansas,-9.066351511,-0.090663515
20129,3233,Morton County,Kansas,-16.45530467,-0.164553047
20131,10178,Nemaha County,Kansas,0.933385734,0.009333857
20133,16512,Neosho County,Kansas,-3.682170543,-0.036821705
20135,3107,Ness County,Kansas,-13.51786289,-0.135178629
20137,5671,Norton County,Kansas,-3.738317757,-0.037383178
20139,16295,Osage County,Kansas,-3.2463946,-0.032463946
20141,3858,Osborne County,Kansas,-9.279419388,-0.092794194
20143,6091,Ottawa County,Kansas,-5.844688885,-0.058446889
20145,6973,Pawnee County,Kansas,-10.32554137,-0.103255414
20147,5642,Phillips County,Kansas,-11.71570365,-0.117157037
20149,21604,Pottawatomie County,Kansas,17.33012405,0.173301241
20151,9656,Pratt County,Kansas,-5.167771334,-0.051677713
20153,2519,Rawlins County,Kansas,1.667328305,0.016673283
20155,64511,Reno County,Kansas,-4.050472013,-0.04050472
20157,4980,Republic County,Kansas,-6.144578313,-0.061445783
20159,10083,Rice County,Kansas,-6.506000198,-0.065060002
20161,71115,Riley County,Kansas,1.186810096,0.011868101
20163,5181,Rooks County,Kansas,-5.056938815,-0.050569388
20165,3307,Rush County,Kansas,-10.61384941,-0.106138494
20167,6970,Russell County,Kansas,-4.00286944,-0.040028694
20169,55606,Saline County,Kansas,-2.343272309,-0.023432723
20171,4936,Scott County,Kansas,4.355753647,0.043557536
20173,498365,Sedgwick County,Kansas,5.108504811,0.051085048
20175,22952,Seward County,Kansas,-4.304635762,-0.043046358
20177,177934,Shawnee County,Kansas,0.547955984,0.00547956
20179,2556,Sheridan County,Kansas,-4.264475743,-0.042644757
20181,6010,Sherman County,Kansas,-1.381031614,-0.013810316
20183,3853,Smith County,Kansas,-7.344926032,-0.07344926
20185,4437,Stafford County,Kansas,-8.226279017,-0.08226279
20187,2235,Stanton County,Kansas,-6.756152125,-0.067561521
20189,5724,Stevens County,Kansas,-8.280922432,-0.082809224
20191,24132,Sumner County,Kansas,-7.251781866,-0.072517819
20193,7900,Thomas County,Kansas,0.379746835,0.003797468
20195,3001,Trego County,Kansas,-6.431189603,-0.064311896
20197,7053,Wabaunsee County,Kansas,-2.495392032,-0.02495392
20199,1485,Wallace County,Kansas,1.818181818,0.018181818
20201,5799,Washington County,Kansas,-4.638730816,-0.046387308
20203,2234,Wichita County,Kansas,-3.670546106,-0.036705461
20205,9409,Wilson County,Kansas,-8.343075779,-0.083430758
20207,3309,Woodson County,Kansas,-5.862798429,-0.058627984
20209,157505,Wyandotte County,Kansas,7.453731628,0.074537316
21001,18656,Adair County,Kentucky,1.32397084,0.013239708
21003,19956,Allen County,Kentucky,3.166967328,0.031669673
21005,21421,Anderson County,Kentucky,11.34867653,0.113486765
21007,8249,Ballard County,Kentucky,-6.315917081,-0.063159171
21009,42173,Barren County,Kentucky,5.482180542,0.054821805
21011,11591,Bath County,Kentucky,9.999137262,0.099991373
21013,28691,Bell County,Kentucky,-16.01198982,-0.160119898
21015,118811,Boone County,Kentucky,14.4405821,0.144405821
21017,19985,Bourbon County,Kentucky,1.336002002,0.01336002
21019,49542,Boyd County,Kentucky,-2.585684873,-0.025856849
21021,28432,Boyle County,Kentucky,7.674451322,0.076744513
21023,8488,Bracken County,Kentucky,-1.036757776,-0.010367578
21025,13878,Breathitt County,Kentucky,-1.152903877,-0.011529039
21027,20059,Breckinridge County,Kentucky,1.859514432,0.018595144
21029,74319,Bullitt County,Kentucky,10.62716129,0.106271613
21031,12690,Butler County,Kentucky,-2.513790386,-0.025137904
21033,12984,Caldwell County,Kentucky,-2.580098583,-0.025800986
21035,37191,Calloway County,Kentucky,-0.236616386,-0.002366164
21037,90336,Campbell County,Kentucky,3.033120793,0.030331208
21039,5104,Carlisle County,Kentucky,-5.446708464,-0.054467085
21041,10811,Carroll County,Kentucky,-0.009249838,-9.24984E-05
21043,27720,Carter County,Kentucky,-3.943001443,-0.039430014
21045,15955,Casey County,Kentucky,-0.087746788,-0.000877468
21047,73955,Christian County,Kentucky,-1.632073558,-0.016320736
21049,35613,Clark County,Kentucky,3.816022239,0.038160222
21051,21730,Clay County,Kentucky,-6.373676944,-0.063736769
21053,10272,Clinton County,Kentucky,-9.92017134,-0.099201713
21055,9315,Crittenden County,Kentucky,-3.488996243,-0.034889962
21057,6856,Cumberland County,Kentucky,-14.11901984,-0.141190198
21059,96656,Daviess County,Kentucky,6.886277106,0.068862771
21061,12161,Edmonson County,Kentucky,-0.287805279,-0.002878053
21063,7852,Elliott County,Kentucky,-6.342333164,-0.063423332
21065,14672,Estill County,Kentucky,-3.469193021,-0.03469193
21067,295803,Fayette County,Kentucky,9.048927834,0.090489278
21069,14348,Fleming County,Kentucky,5.115695567,0.051156956
21071,39451,Floyd County,Kentucky,-8.894578084,-0.088945781
21073,49285,Franklin County,Kentucky,4.577457644,0.045774576
21075,6813,Fulton County,Kentucky,-4.3739909,-0.043739909
21077,8589,Gallatin County,Kentucky,1.175922692,0.011759227
21079,16912,Garrard County,Kentucky,0.24243141,0.002424314
21081,24662,Grant County,Kentucky,1.13129511,0.011312951
21083,37121,Graves County,Kentucky,-1.27151747,-0.012715175
21085,25746,Grayson County,Kentucky,2.617882389,0.026178824
21087,11258,Green County,Kentucky,-1.341268431,-0.013412684
21089,36910,Greenup County,Kentucky,-2.568409645,-0.025684096
21091,8565,Hancock County,Kentucky,6.187974314,0.061879743
21093,105543,Hardin County,Kentucky,4.888055106,0.048880551
21095,29278,Harlan County,Kentucky,-8.357811326,-0.083578113
21097,18846,Harrison County,Kentucky,-0.817149528,-0.008171495
21099,18199,Hart County,Kentucky,5.983845266,0.059838453
21101,46250,Henderson County,Kentucky,-3.15027027,-0.031502703
21103,15416,Henry County,Kentucky,1.699532953,0.01699533
21105,4902,Hickman County,Kentucky,-7.772337821,-0.077723378
21107,46920,Hopkins County,Kentucky,-3.190537084,-0.031905371
21109,13494,Jackson County,Kentucky,-3.994367867,-0.039943679
21111,741096,Jefferson County,Kentucky,5.65014519,0.056501452
21113,48586,Jessamine County,Kentucky,9.066397728,0.090663977
21115,23356,Johnson County,Kentucky,-2.894331221,-0.028943312
21117,159720,Kenton County,Kentucky,5.850237916,0.058502379
21119,16346,Knott County,Kentucky,-12.81659121,-0.128165912
21121,31883,Knox County,Kentucky,-5.30063043,-0.053006304
21123,14193,Larue County,Kentucky,4.748819841,0.047488198
21125,58849,Laurel County,Kentucky,6.396030519,0.063960305
21127,15860,Lawrence County,Kentucky,2.730138714,0.027301387
21129,7887,Lee County,Kentucky,-6.238113351,-0.062381134
21131,11310,Leslie County,Kentucky,-7.046861185,-0.070468612
21133,24519,Letcher County,Kentucky,-12.11713365,-0.121171337
21135,13870,Lewis County,Kentucky,-5.695746215,-0.056957462
21137,24742,Lincoln County,Kentucky,-1.887478781,-0.018874788
21139,9519,Livingston County,Kentucky,-6.628847568,-0.066288476
21141,26835,Logan County,Kentucky,2.22470654,0.022247065
21143,8314,Lyon County,Kentucky,4.402213134,0.044022131
21145,65565,McCracken County,Kentucky,3.523221231,0.035232212
21147,18306,McCreary County,Kentucky,-7.746094177,-0.077460942
21149,9531,McLean County,Kentucky,-3.976497744,-0.039764977
21151,82916,Madison County,Kentucky,11.80109991,0.118010999
21153,13333,Magoffin County,Kentucky,-12.72031801,-0.12720318
21155,19820,Marion County,Kentucky,-1.205852674,-0.012058527
21157,31448,Marshall County,Kentucky,0.670948868,0.006709489
21159,12929,Martin County,Kentucky,-12.70013149,-0.127001315
21161,17490,Mason County,Kentucky,-2.115494568,-0.021154946
21163,28602,Meade County,Kentucky,4.898258863,0.048982589
21165,6306,Menifee County,Kentucky,-3.060577228,-0.030605772
21167,21331,Mercer County,Kentucky,6.141296704,0.061412967
21169,10099,Metcalfe County,Kentucky,1.851668482,0.018516685
21171,10963,Monroe County,Kentucky,3.420596552,0.034205966
21173,26499,Montgomery County,Kentucky,6.094569606,0.060945696
21175,13923,Morgan County,Kentucky,-1.414924944,-0.014149249
21177,31499,Muhlenberg County,Kentucky,-1.812755961,-0.01812756
21179,43437,Nelson County,Kentucky,7.599511937,0.075995119
21181,7135,Nicholas County,Kentucky,5.634197617,0.056341976
21183,23842,Ohio County,Kentucky,-0.29359953,-0.002935995
21185,60316,Oldham County,Kentucky,12.08800318,0.120880032
21187,10841,Owen County,Kentucky,4.030993451,0.040309935
21189,4755,Owsley County,Kentucky,-14.80546793,-0.148054679
21191,14877,Pendleton County,Kentucky,-1.566175976,-0.01566176
21193,28712,Perry County,Kentucky,-0.83240457,-0.008324046
21195,65024,Pike County,Kentucky,-9.773314469,-0.097733145
21197,12613,Powell County,Kentucky,4.091017204,0.040910172
21199,63063,Pulaski County,Kentucky,3.125445983,0.03125446
21201,2282,Robertson County,Kentucky,-3.900087642,-0.039000876
21203,17056,Rockcastle County,Kentucky,-5.974437148,-0.059744371
21205,23333,Rowan County,Kentucky,5.695795654,0.056957957
21207,17565,Russell County,Kentucky,2.425277541,0.024252775
21209,47173,Scott County,Kentucky,21.16040956,0.211604096
21211,42074,Shelby County,Kentucky,14.2391976,0.142391976
21213,17327,Simpson County,Kentucky,13.08362671,0.130836267
21215,17061,Spencer County,Kentucky,14.23714905,0.142371491
21217,24512,Taylor County,Kentucky,6.164327676,0.061643277
21219,12460,Todd County,Kentucky,-1.741573034,-0.01741573
21221,14339,Trigg County,Kentucky,-1.938768394,-0.019387684
21223,8809,Trimble County,Kentucky,-3.802928823,-0.038029288
21225,15007,Union County,Kentucky,-8.922502832,-0.089225028
21227,113792,Warren County,Kentucky,18.24557087,0.182455709
21229,11717,Washington County,Kentucky,2.645728429,0.026457284
21231,20813,Wayne County,Kentucky,-6.044299236,-0.060442992
21233,13621,Webster County,Kentucky,-4.434329344,-0.044343293
21235,35637,Whitley County,Kentucky,3.016527766,0.030165278
21237,7355,Wolfe County,Kentucky,-10.7817811,-0.107817811
21239,24939,Woodford County,Kentucky,7.746902442,0.077469024
22001,61773,Acadia Parish,Louisiana,-6.794230489,-0.067942305
22003,25764,Allen Parish,Louisiana,-11.69849402,-0.11698494
22005,107215,Ascension Parish,Louisiana,17.98722194,0.179872219
22007,23421,Assumption Parish,Louisiana,-10.17035993,-0.101703599
22009,42073,Avoyelles Parish,Louisiana,-5.656834549,-0.056568345
22011,35654,Beauregard Parish,Louisiana,2.510237281,0.025102373
22013,14353,Bienville Parish,Louisiana,-9.558977217,-0.095589772
22015,116979,Bossier Parish,Louisiana,10.05907043,0.100590704
22017,254969,Caddo Parish,Louisiana,-6.714933972,-0.06714934
22019,192768,Calcasieu Parish,Louisiana,12.45901809,0.124590181
22021,10132,Caldwell Parish,Louisiana,-4.806553494,-0.048065535
22023,6839,Cameron Parish,Louisiana,-17.86810937,-0.178681094
22025,10407,Catahoula Parish,Louisiana,-14.42298453,-0.144229845
22027,17195,Claiborne Parish,Louisiana,-17.59232335,-0.175923234
22029,20822,Concordia Parish,Louisiana,-10.25357795,-0.10253578
22031,26656,De Soto Parish,Louisiana,0.585234094,0.005852341
22033,440171,East Baton Rouge Parish,Louisiana,3.773533468,0.037735335
22035,7759,East Carroll Parish,Louisiana,-3.866477639,-0.038664776
22037,20267,East Feliciana Parish,Louisiana,-3.592046183,-0.035920462
22039,33984,Evangeline Parish,Louisiana,-4.808145009,-0.04808145
22041,20767,Franklin Parish,Louisiana,-4.781624693,-0.047816247
22043,22309,Grant Parish,Louisiana,-0.62754942,-0.006275494
22045,73240,Iberia Parish,Louisiana,-4.520753687,-0.045207537
22047,33387,Iberville Parish,Louisiana,-9.422829245,-0.094228292
22049,16274,Jackson Parish,Louisiana,-7.637950104,-0.076379501
22051,432552,Jefferson Parish,Louisiana,1.902430228,0.019024302
22053,31594,Jefferson Davis Parish,Louisiana,2.07634361,0.020763436
22055,221578,Lafayette Parish,Louisiana,9.105145818,0.091051458
22057,96318,Lafourche Parish,Louisiana,1.28636392,0.012863639
22059,14890,LaSalle Parish,Louisiana,-0.664875756,-0.006648758
22061,46735,Lincoln Parish,Louisiana,3.554081523,0.035540815
22063,128026,Livingston Parish,Louisiana,11.13523815,0.111352382
22065,12093,Madison Parish,Louisiana,-17.16695609,-0.171669561
22067,27979,Morehouse Parish,Louisiana,-8.39915651,-0.083991565
22069,39566,Natchitoches Parish,Louisiana,-5.183743618,-0.051837436
22071,343829,Orleans Parish,Louisiana,11.6825515,0.116825515
22073,153720,Ouachita Parish,Louisiana,4.324746292,0.043247463
22075,23042,Plaquemines Parish,Louisiana,2.052773197,0.020527732
22077,22802,Pointe Coupee Parish,Louisiana,-8.964125954,-0.08964126
22079,131613,Rapides Parish,Louisiana,-1.208087347,-0.012080873
22081,9091,Red River Parish,Louisiana,-16.18083819,-0.161808382
22083,20725,Richland Parish,Louisiana,-3.290711701,-0.032907117
22085,24233,Sabine Parish,Louisiana,-8.575083564,-0.085750836
22087,35897,St. Bernard Parish,Louisiana,21.9154804,0.219154804
22089,52780,St. Charles Parish,Louisiana,-0.437665782,-0.004376658
22091,11203,St. Helena Parish,Louisiana,-2.526109078,-0.025261091
22093,22102,St. James Parish,Louisiana,-8.641751878,-0.086417519
22095,45924,St. John the Baptist Parish,Louisiana,-7.505879279,-0.075058793
22097,83384,St. Landry Parish,Louisiana,-1.012184592,-0.010121846
22099,52160,St. Martin Parish,Louisiana,-0.75345092,-0.007534509
22101,54650,St. Mary Parish,Louisiana,-9.595608417,-0.095956084
22103,233740,St. Tammany Parish,Louisiana,13.18986909,0.131898691
22105,121097,Tangipahoa Parish,Louisiana,9.958958521,0.099589585
22107,5252,Tensas Parish,Louisiana,-21.03960396,-0.21039604
22109,111860,Terrebonne Parish,Louisiana,-2.038262113,-0.020382621
22111,22721,Union Parish,Louisiana,-7.103560583,-0.071035606
22113,57999,Vermilion Parish,Louisiana,-1.103467301,-0.011034673
22115,52334,Vernon Parish,Louisiana,-6.848320404,-0.068483204
22117,47168,Washington Parish,Louisiana,-3.614738806,-0.036147388
22119,41207,Webster Parish,Louisiana,-10.28951392,-0.102895139
22121,23788,West Baton Rouge Parish,Louisiana,14.3391626,0.143391626
22123,11604,West Carroll Parish,Louisiana,-15.96863151,-0.159686315
22125,15625,West Feliciana Parish,Louisiana,-2.016,-0.02016
22127,15313,Winn Parish,Louisiana,-10.17436165,-0.101743617
23001,107702,Androscoggin County,Maine,3.191212791,0.031912128
23003,71870,Aroostook County,Maine,-6.630026437,-0.066300264
23005,281674,Cumberland County,Maine,7.595660231,0.075956602
23007,30768,Franklin County,Maine,-4.264170567,-0.042641706
23009,54418,Hancock County,Maine,1.947884891,0.019478849
23011,122151,Kennebec County,Maine,1.22062038,0.012206204
23013,39736,Knox County,Maine,2.191966982,0.02191967
23015,34457,Lincoln County,Maine,2.263690977,0.02263691
23017,57833,Oxford County,Maine,-0.096830529,-0.000968305
23019,153923,Penobscot County,Maine,-1.12004054,-0.011200405
23021,17535,Piscataquis County,Maine,-4.191616766,-0.041916168
23023,35293,Sagadahoc County,Maine,3.98379282,0.039837928
23025,52228,Somerset County,Maine,-3.352607797,-0.033526078
23027,38786,Waldo County,Maine,2.116743155,0.021167432
23029,32856,Washington County,Maine,-5.359751644,-0.053597516
23031,197131,York County,Maine,7.528496279,0.075284963
24001,75087,Allegany County,Maryland,-9.29721523,-0.092972152
24003,537656,Anne Arundel County,Maryland,9.412152008,0.09412152
24005,805029,Baltimore County,Maryland,6.149592126,0.061495921
24009,88737,Calvert County,Maryland,4.559541116,0.045595411
24011,33066,Caroline County,Maryland,0.686505776,0.006865058
24013,167134,Carroll County,Maryland,3.444541506,0.034445415
24015,101108,Cecil County,Maryland,2.588321399,0.025883214
24017,146551,Charles County,Maryland,13.69216177,0.136921618
24019,32618,Dorchester County,Maryland,-0.266723895,-0.002667239
24021,233385,Frederick County,Maryland,16.42436318,0.164243632
24023,30097,Garrett County,Maryland,-4.289464066,-0.042894641
24025,244826,Harford County,Maryland,6.575282037,0.06575282
24027,287085,Howard County,Maryland,15.75561245,0.157556125
24029,20197,Kent County,Maryland,-4.94627915,-0.049462792
24031,971777,Montgomery County,Maryland,9.290608854,0.092906089
24033,863420,Prince George's County,Maryland,12.01975863,0.120197586
24035,47798,Queen Anne's County,Maryland,4.343277961,0.04343278
24037,105151,St. Mary's County,Maryland,8.203440766,0.082034408
24039,26470,Somerset County,Maryland,-6.989044201,-0.069890442
24041,37782,Talbot County,Maryland,-0.67757133,-0.006775713
24043,147430,Washington County,Maryland,4.934545208,0.049345452
24045,98733,Wicomico County,Maryland,4.917302219,0.049173022
24047,51454,Worcester County,Maryland,1.955144401,0.019551444
24510,620961,Baltimore city,Maryland,-5.677168131,-0.056771681
25001,215888,Barnstable County,Massachusetts,6.07166679,0.060716668
25003,131219,Berkshire County,Massachusetts,-1.671251877,-0.016712519
25005,548285,Bristol County,Massachusetts,5.638490931,0.056384909
25007,16535,Dukes County,Massachusetts,24.5842153,0.245842153
25009,743159,Essex County,Massachusetts,8.971162295,0.089711623
25011,71372,Franklin County,Massachusetts,-0.48058062,-0.004805806
25013,463490,Hampden County,Massachusetts,0.503786489,0.005037865
25015,158080,Hampshire County,Massachusetts,2.674595142,0.026745951
25017,1503085,Middlesex County,Massachusetts,8.576826992,0.08576827
25019,10172,Nantucket County,Massachusetts,40.1395989,0.401395989
25021,670850,Norfolk County,Massachusetts,8.218081538,0.082180815
25023,494919,Plymouth County,Massachusetts,7.253712224,0.072537122
25025,722023,Suffolk County,Massachusetts,10.513931,0.10513931
25027,798552,Worcester County,Massachusetts,7.959281299,0.079592813
26001,10942,Alcona County,Michigan,-7.082800219,-0.070828002
26003,9601,Alger County,Michigan,-7.905426518,-0.079054265
26005,111408,Allegan County,Michigan,8.162789028,0.08162789
26007,29598,Alpena County,Michigan,-2.334617204,-0.023346172
26009,23580,Antrim County,Michigan,-0.631891433,-0.006318914
26011,15899,Arenac County,Michigan,-5.641864268,-0.056418643
26013,8860,Baraga County,Michigan,-7.923250564,-0.079232506
26015,59173,Barry County,Michigan,5.492369831,0.054923698
26017,107771,Bay County,Michigan,-3.632702675,-0.036327027
26019,17525,Benzie County,Michigan,2.539229672,0.025392297
